T (K),"-CH3,neutral","-CH3,P-based","-CH3,N-based","-CH3,anion-based",-CH2-neutral,-CH2-P-based,-CH2-N-based,-CH2-anion-based,>CH-,>C<,-OH,-O-,-COOH,-COO-,-NH2,-NH-,>N-cation-based,>N-anion-based,>N-neutral,-CN,-F,-Br,-I,-Pcation-based,-Panion-based,-B,-S-, -SO2,=CH-, =C<, -O-, =N-
319.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326.15,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
280.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
283.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
285.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
288.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
290.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
293.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
295.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
298.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
300.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
303.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
305.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
308.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
310.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
313.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
315.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
318.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
320.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
323.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
325.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
328.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
330.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
333.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
335.65,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
338.15,1,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
278.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
283.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
288.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
293.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
298.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
303.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
308.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
313.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
318.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
323.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
328.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
333.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
338.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
343.15,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,2,0,1
298.15,1,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,2,4,1,0,1
323.15,1,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,2,4,1,0,1
353.15,1,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,2,4,1,0,1
244.24,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
246.18,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
248.12,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
250.05,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
251.97,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
253.9,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
255.89,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
257.87,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
259.86,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
261.91,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
263.96,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
266,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
268.04,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
270.07,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
272.09,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
274.12,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
276.13,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
278.15,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
280.16,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
282.16,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
284.17,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
286.16,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
288.12,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
290.06,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
292.08,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
294.05,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
296.01,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
297.97,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
299.93,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
301.88,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
303.83,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
305.77,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
307.71,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
309.64,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
311.57,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
313.5,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
315.43,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
317.41,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
319.47,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
321.52,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
323.57,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
325.61,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
327.65,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
329.68,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
331.71,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
333.73,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
335.75,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
337.76,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
339.77,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
341.77,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
343.77,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
345.76,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
347.76,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
349.74,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
351.73,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
353.72,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
355.7,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
357.68,0,0,2,0,2,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
293.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
294.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
295.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
296.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
297.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
298.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
299.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
300.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
301.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
302.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
303.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
304.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
305.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
306.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
307.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
308.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
309.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
310.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
311.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
312.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
313.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
314.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
315.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
316.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
317.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
318.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
319.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
320.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
321.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
322.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
323.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
324.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
325.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
326.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
327.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
328.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
329.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
330.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
331.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
332.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
333.1,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
315.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
320.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
325.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
330.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
335.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
340.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
345.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
350.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
355.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
360.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
365.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
370.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
375.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
380.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
385.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
390.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
395.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
400.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
405.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
410.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
415.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
420.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
425.15,3,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,2,4,1,0,1
323.46,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
325.28,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
327.09,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
328.88,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
330.65,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
332.41,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
334.15,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
335.87,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
337.57,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
339.26,3,0,0,0,7,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,2
278.32,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
280.19,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
282.06,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
283.93,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
285.8,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
287.67,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
289.54,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
291.42,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
293.29,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
293.87,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
295.16,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
297.04,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
298,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
298.91,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
300.04,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
302.07,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
304.14,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
306.21,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
308.28,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
310.35,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
312.42,1,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0
