T (K),"-CH3,neutral","-CH3,P-based","-CH3,N-based","-CH3,anion-based",-CH2-neutral,-CH2-P-based,-CH2-N-based,-CH2-anion-based,>CH-,>C<,-OH,-O-,-COOH,-COO-,-NH2,-NH-,>N-cation-based,>N-anion-based,>N-neutral,-CN,-F,-Br,-I,-Pcation-based,-Panion-based,-B,-S-, -SO2,=CH-, =C<, -O-, =N-
348.18,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
353.18,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
358.13,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
363.14,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
368.14,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
373.13,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
378.12,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
383.16,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
388.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
393.13,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
398.16,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
403.14,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
408.17,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
413.14,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
418.17,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
423.14,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
315.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
320.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
325.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
330.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
335.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
340.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
345.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
350.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
355.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
360.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
365.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
370.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
375.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
380.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
385.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
390.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
395.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
400.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
405.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
410.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
415.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
420.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
425.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
293,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
298,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
303,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
308,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
313,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
318,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
323,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
328,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
333,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
338,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
343,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
348,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
353,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
358,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
292.86,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
294.76,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
296.65,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
298.54,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
300.43,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
302.38,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
304.36,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
306.35,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
308.34,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
310.33,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
312.32,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
314.31,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
316.3,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
318.29,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
320.27,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
322.26,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
324.25,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
326.24,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
328.22,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
330.2,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
332.19,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
334.17,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
336.15,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
338.13,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
340.11,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
342.09,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
344.07,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
346.05,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
348.03,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
350,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
351.98,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
353.96,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
355.94,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
357.92,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
359.89,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
361.87,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
363.84,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
365.81,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
367.78,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0,0,2
293.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
294.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
295.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
296.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
297.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
298.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
299.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
300.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
301.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
302.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
303.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
304.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
305.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
306.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
307.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
308.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
309.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
310.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
311.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
312.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
313.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
314.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
315.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
316.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
317.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
318.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
319.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
320.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
321.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
322.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
323.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
324.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
325.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
326.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
327.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
328.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
329.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
330.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
331.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
332.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
333.1,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
298,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,1,0,1
323,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,1,0,1
323.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
324.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
325.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
326.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
327.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
328.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
329.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
330.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
331.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
332.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
333.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
334.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
335.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
336.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
337.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
338.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
339.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
340.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
341.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
342.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
343.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
344.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
345.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
346.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
347.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
348.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
349.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
350.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
351.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
352.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
353.1,1,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,1,0,1
296.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
300.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
304.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
308.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
312.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
316.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
320.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
324.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
328.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
332.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
336.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
340.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
344.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
348.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
352.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
356.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
360.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
364.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
368.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
372.2,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,4,1,0,1
323.18,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
328.18,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
333.13,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
338.14,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
343.16,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
348.12,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
353.14,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
358.15,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
363.17,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
368.17,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
373.16,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
378.13,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
383.14,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
388.14,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
393.14,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
398.13,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
403.17,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,5,0,0,1
